"32","Neha","Johnson","1997-07-22",\N,"2566942273","emily_patel@outlook.com","3.85"
"33","Neha","Kumar","1997-07-26","TX","7808938880","ananya_brown@school.edu","2.64"
"34","Sophia","Davis","2005-08-07",\N,"7625389037","",\N
"35","Ananya","Bhoj","2001-02-27",\N,"4048494026","john.sharma@yahoo.com","3.43"
"36","Raj","Davis","1997-09-25",\N,"7475684019","nehagupta@outlook.com",\N
"37","Sophia","Brown","2000-02-09","TX","6854924826","","3.93"
"38","Ananya","Smith","2003-02-07","NY","8953271391","ananya.wilson@gmail.com",\N
"39","Emily","Smith","2002-02-08","CA","1625217504","aarav.patel@gmail.com","2.77"
"40","Emily","Sharma","2000-03-03",\N,"7818568548","michael.sharma@yahoo.com",\N
"41","Raj","Bhoj","1998-01-29","CA","5464285982","",\N
"42","Sophia","Davis","2005-08-07",\N,"7625389037","",\N
"43","John","Sharma","1997-12-09",\N,"9861449701","raj.davis@yahoo.com",\N
"44","John","Smith","2001-01-10","FL","8875651818","rajbhoj@school.edu","2.43"
"45","Sophia","Smith","2005-02-10","TX","9983668939","emilysmith@yahoo.com","3.17"
"46","Sophia","Patel","1998-02-09",\N,"2127761422","khushipatel@outlook.com",\N
"47","Ananya","Brown","2000-08-25",\N,"5697581510","sophia.gupta@gmail.com","3.25"
"48","Chris","Brown","1998-06-09",\N,"1822662216","chris_gupta@gmail.com",\N
"49","Ananya","Smith","2003-02-07","NY","8953271391","ananya.wilson@gmail.com",\N
"50","Sophia","Wilson","2001-06-09","CA","8569491238","",\N
"51","John","Patel","1996-01-11","NY","3653594796","michaelsharma@outlook.com","2.43"
"52","John","Brown","2002-08-11",\N,"5047131897","michael.patel@outlook.com","2.46"
"53","Sophia","Smith","2005-02-10","TX","9983668939","emilysmith@yahoo.com","3.17"
"54","John","Davis","1997-06-26","NY","6795522649","aarav.gupta@gmail.com",\N
"55","Ananya","Gupta","2005-05-13","NY","6628158856","","2.57"
"56","John","Gupta","1998-07-01",\N,"4361393222","",\N
"57","Chris","Wilson","2005-04-17","CA","9995834531","neha_patel@gmail.com",\N
"58","Raj","Davis","1997-09-25",\N,"7475684019","nehagupta@outlook.com",\N
"59","John","Kumar","2003-08-24","NY","1696846464","nehakumar@outlook.com",\N
"60","Emily","Brown","1999-12-10",\N,"2073755632","john.wilson@school.edu",\N
"61","Chris","Patel","2005-03-18","CA","6307626407","sophiasmith@school.edu",\N
"62","Ananya","Patel","2001-11-25",\N,"9552539991","",\N
"63","John","Smith","2001-01-10","FL","8875651818","rajbhoj@school.edu","2.43"
"64","Chris","Bhoj","2005-06-13","NY","6464693977","raj_wilson@school.edu","3.81"
"65","Aarav","Smith","1995-06-01",\N,"7508522951","khushi_brown@gmail.com",\N
"66","Ananya","Davis","2002-10-05","TX","4531928910","",\N
"67","Neha","Davis","1997-06-17","CA","5567816720","khushismith@school.edu",\N
"68","Sophia","Davis","2005-08-07",\N,"7625389037","",\N
"69","Emily","Gupta","2005-04-11","NY","5283209430","chris_wilson@school.edu","3.42"
"70","Aarav","Brown","1997-04-03",\N,"4797809576","john_sharma@school.edu","3.66"
"71","Neha","Patel","2000-08-21",\N,"5633668009","johnwilson@yahoo.com","3.18"
"72","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"73","Ananya","Sharma","2001-10-20",\N,"5821194895","john_bhoj@outlook.com","3.73"
"74","Sophia","Gupta","1996-10-14",\N,"9354711271","khushi_bhoj@outlook.com","3.69"
"75","Ananya","Kumar","1999-11-01","FL","2239534867","chriskumar@gmail.com",\N
"76","Sophia","Wilson","2001-06-09","CA","8569491238","",\N
"77","Sophia","Brown","2000-02-09","TX","6854924826","","3.93"
"78","Emily","Bhoj","2001-05-12",\N,"3361388464","chris.sharma@yahoo.com","2.68"
"79","Raj","Gupta","1995-02-11","FL","6006684937","michael_johnson@school.edu",\N
"80","Sophia","Patel","1998-02-09",\N,"2127761422","khushipatel@outlook.com",\N
"81","Ananya","Smith","2003-02-07","NY","8953271391","ananya.wilson@gmail.com",\N
"82","Khushi","Bhoj","2001-10-04",\N,"5031086659","raj.patel@school.edu","3.58"
"83","Aarav","Gupta","2004-04-10",\N,"6415031531","rajgupta@gmail.com","2.52"
"84","Khushi","Smith","2002-09-11","TX","7896596272","ananyawilson@yahoo.com","3.36"
"85","John","Wilson","1995-11-16",\N,"3076869792","ananya_bhoj@yahoo.com","3.03"
"86","Chris","Sharma","1995-03-31","CA","8633232196","ananya_bhoj@outlook.com","2.27"
"87","Michael","Brown","2004-10-01","NY","7699806697","ananya_wilson@outlook.com",\N
"88","Aarav","Kumar","2000-12-27","CA","6516195409","aarav_bhoj@outlook.com",\N
"89","Khushi","Patel","2004-02-24",\N,"3238756255","michael_wilson@gmail.com","3.88"
"90","Michael","Wilson","1996-09-03",\N,"4928783441","chris.wilson@outlook.com","2.41"
"91","John","Sharma","1997-12-09",\N,"9861449701","raj.davis@yahoo.com",\N
"92","Neha","Johnson","1997-07-22",\N,"2566942273","emily_patel@outlook.com","3.85"
"93","Neha","Davis","1997-06-17","CA","5567816720","khushismith@school.edu",\N
"94","Khushi","Wilson","2004-06-30","CA","5222404791","nehasharma@outlook.com",\N
"95","Khushi","Bhoj","2001-10-04",\N,"5031086659","raj.patel@school.edu","3.58"
"96","Emily","Kumar","1995-11-27","FL","7625464411","","2.78"
"97","Neha","Sharma","2005-05-13","CA","8820716211","michael_wilson@outlook.com","2.28"
"98","John","Wilson","1995-11-16",\N,"3076869792","ananya_bhoj@yahoo.com","3.03"
"99","John","Smith","2001-01-10","FL","8875651818","rajbhoj@school.edu","2.43"
"100","John","Gupta","1998-07-01",\N,"4361393222","",\N
"101","Ananya","Smith","2003-02-07","NY","8953271391","ananya.wilson@gmail.com",\N
"102","Sophia","Patel","1998-02-09",\N,"2127761422","khushipatel@outlook.com",\N
"103","Aarav","Davis","2005-09-25","FL","1994676635","michaelsmith@school.edu",\N
"104","Chris","Wilson","2005-04-17","CA","9995834531","neha_patel@gmail.com",\N
"105","Ananya","Brown","2000-08-25",\N,"5697581510","sophia.gupta@gmail.com","3.25"
"106","Khushi","Gupta","1998-12-11","FL","6467215542","",\N
"107","John","Brown","2002-08-11",\N,"5047131897","michael.patel@outlook.com","2.46"
"108","Aarav","Wilson","1998-03-29",\N,"8099880573","michael_sharma@yahoo.com","2.17"
"109","Raj","Bhoj","1998-01-29","CA","5464285982","",\N
"110","Khushi","Sharma","2004-09-01","TX","2838963536","nehabrown@school.edu","2.34"
"111","Raj","Kumar","2000-10-08","FL","8011113122","john_smith@school.edu",\N
"112","Ananya","Brown","2000-08-25",\N,"5697581510","sophia.gupta@gmail.com","3.25"
"113","Khushi","Bhoj","2001-10-04",\N,"5031086659","raj.patel@school.edu","3.58"
"114","Aarav","Bhoj","2002-11-04",\N,"1013188812","johndavis@yahoo.com","2.96"
"115","John","Smith","2001-01-10","FL","8875651818","rajbhoj@school.edu","2.43"
"116","Aarav","Smith","1995-06-01",\N,"7508522951","khushi_brown@gmail.com",\N
"117","Neha","Smith","1999-01-19","FL","4746593830","",\N
"118","Chris","Kumar","1999-08-29","NY","3841856077","michael.johnson@yahoo.com",\N
"119","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"120","John","Sharma","1997-12-09",\N,"9861449701","raj.davis@yahoo.com",\N
"121","Sophia","Kumar","1997-07-02","TX","1118543408","",\N
"122","Neha","Johnson","1997-07-22",\N,"2566942273","emily_patel@outlook.com","3.85"
"123","Raj","Smith","1996-12-12","FL","8331319481","","2.53"
"124","Sophia","Brown","2000-02-09","TX","6854924826","","3.93"
"125","Neha","Bhoj","2004-08-09","TX","1746756255","chris.wilson@gmail.com","2.92"
"126","John","Bhoj","1996-07-25",\N,"1127978094","chris.davis@outlook.com","3.18"
"127","Michael","Davis","1999-10-14","TX","3865563435","","2.84"
"128","Chris","Johnson","2003-09-14","CA","8110054933","ananya_patel@yahoo.com",\N
"129","Chris","Brown","1998-06-09",\N,"1822662216","chris_gupta@gmail.com",\N
"130","Emily","Sharma","2000-03-03",\N,"7818568548","michael.sharma@yahoo.com",\N
"131","John","Wilson","1995-11-16",\N,"3076869792","ananya_bhoj@yahoo.com","3.03"
"132","Neha","Davis","1997-06-17","CA","5567816720","khushismith@school.edu",\N
"133","Raj","Smith","1996-12-12","FL","8331319481","","2.53"
"134","Raj","Smith","1996-12-12","FL","8331319481","","2.53"
"135","Khushi","Davis","1996-09-21","TX","9437778869","michael_sharma@school.edu","2.18"
"136","Sophia","Davis","2005-08-07",\N,"7625389037","",\N
"137","John","Davis","1997-06-26","NY","6795522649","aarav.gupta@gmail.com",\N
"138","John","Davis","1997-06-26","NY","6795522649","aarav.gupta@gmail.com",\N
"139","Ananya","Gupta","2005-05-13","NY","6628158856","","2.57"
"140","Aarav","Kumar","2000-12-27","CA","6516195409","aarav_bhoj@outlook.com",\N
"141","Neha","Bhoj","2004-08-09","TX","1746756255","chris.wilson@gmail.com","2.92"
"142","Chris","Brown","1998-06-09",\N,"1822662216","chris_gupta@gmail.com",\N
"143","Neha","Bhoj","2004-08-09","TX","1746756255","chris.wilson@gmail.com","2.92"
"144","Chris","Gupta","1996-03-18","TX","4864126433","aaravbhoj@outlook.com",\N
"145","Michael","Davis","1999-10-14","TX","3865563435","","2.84"
"146","Raj","Davis","1997-09-25",\N,"7475684019","nehagupta@outlook.com",\N
"147","Ananya","Patel","2001-11-25",\N,"9552539991","",\N
"148","Michael","Bhoj","1997-03-27",\N,"1553753599","raj.patel@gmail.com","2.58"
"149","Chris","Gupta","1996-03-18","TX","4864126433","aaravbhoj@outlook.com",\N
"150","Neha","Bhoj","2004-08-09","TX","1746756255","chris.wilson@gmail.com","2.92"
"151","Neha","Smith","1999-01-19","FL","4746593830","",\N
"152","Neha","Sharma","2005-05-13","CA","8820716211","michael_wilson@outlook.com","2.28"
"153","Sophia","Brown","2000-02-09","TX","6854924826","","3.93"
"154","John","Davis","1997-06-26","NY","6795522649","aarav.gupta@gmail.com",\N
"155","Chris","Gupta","1996-03-18","TX","4864126433","aaravbhoj@outlook.com",\N
"156","Sophia","Johnson","1996-06-20",\N,"1095692638","sophia.kumar@outlook.com","3.41"
"157","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"158","Raj","Wilson","1999-09-19",\N,"6679017210","emily_wilson@yahoo.com","2.57"
"159","Neha","Smith","1999-01-19","FL","4746593830","",\N
"160","Ananya","Patel","2001-11-25",\N,"9552539991","",\N
"161","Raj","Davis","1997-09-25",\N,"7475684019","nehagupta@outlook.com",\N
"162","Chris","Johnson","2003-09-14","CA","8110054933","ananya_patel@yahoo.com",\N
"163","Raj","Patel","2004-06-27",\N,"3169561289","michael_smith@yahoo.com",\N
"164","Sophia","Kumar","1997-07-02","TX","1118543408","",\N
"165","Chris","Wilson","2005-04-17","CA","9995834531","neha_patel@gmail.com",\N
"166","John","Smith","2001-01-10","FL","8875651818","rajbhoj@school.edu","2.43"
"167","Raj","Gupta","1995-02-11","FL","6006684937","michael_johnson@school.edu",\N
"168","Michael","Wilson","1996-09-03",\N,"4928783441","chris.wilson@outlook.com","2.41"
"169","Ananya","Brown","2000-08-25",\N,"5697581510","sophia.gupta@gmail.com","3.25"
"170","Ananya","Sharma","2001-10-20",\N,"5821194895","john_bhoj@outlook.com","3.73"
"171","Chris","Kumar","1999-08-29","NY","3841856077","michael.johnson@yahoo.com",\N
"172","Aarav","Sharma","2000-12-27","CA","2982979741","sophia_davis@outlook.com","2.50"
"173","Neha","Patel","2000-08-21",\N,"5633668009","johnwilson@yahoo.com","3.18"
"174","Neha","Smith","1999-01-19","FL","4746593830","",\N
"175","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"176","Chris","Davis","1996-12-27",\N,"8083396378","chris.davis@outlook.com","2.76"
"177","Neha","Smith","1999-01-19","FL","4746593830","",\N
"178","Sophia","Gupta","1996-10-14",\N,"9354711271","khushi_bhoj@outlook.com","3.69"
"179","Khushi","Patel","2004-02-24",\N,"3238756255","michael_wilson@gmail.com","3.88"
"180","Ananya","Sharma","2001-10-20",\N,"5821194895","john_bhoj@outlook.com","3.73"
"181","Chris","Bhoj","2005-06-13","NY","6464693977","raj_wilson@school.edu","3.81"
"182","Neha","Kumar","1997-07-26","TX","7808938880","ananya_brown@school.edu","2.64"
"183","John","Davis","1997-06-26","NY","6795522649","aarav.gupta@gmail.com",\N
"184","Ananya","Gupta","2005-05-13","NY","6628158856","","2.57"
"185","Aarav","Sharma","2000-12-27","CA","2982979741","sophia_davis@outlook.com","2.50"
"186","Sophia","Brown","2000-02-09","TX","6854924826","","3.93"
"187","Chris","Wilson","2005-04-17","CA","9995834531","neha_patel@gmail.com",\N
"188","Neha","Johnson","1997-07-22",\N,"2566942273","emily_patel@outlook.com","3.85"
"189","Sophia","Johnson","1996-06-20",\N,"1095692638","sophia.kumar@outlook.com","3.41"
"190","Chris","Bhoj","2005-06-13","NY","6464693977","raj_wilson@school.edu","3.81"
"191","Ananya","Wilson","1995-08-21",\N,"7919824853","nehagupta@school.edu","2.41"
"192","Sophia","Kumar","1997-07-02","TX","1118543408","",\N
"193","Michael","Johnson","2005-09-28","TX","7228002201","chrissharma@yahoo.com",\N
"194","Raj","Gupta","1995-02-11","FL","6006684937","michael_johnson@school.edu",\N
"195","Sophia","Sharma","2003-03-25",\N,"8518238399","ananya.brown@outlook.com",\N
"196","Chris","Johnson","2003-09-14","CA","8110054933","ananya_patel@yahoo.com",\N
"197","Emily","Bhoj","2001-05-12",\N,"3361388464","chris.sharma@yahoo.com","2.68"
"198","Sophia","Sharma","2003-03-25",\N,"8518238399","ananya.brown@outlook.com",\N
"199","Raj","Wilson","1999-09-19",\N,"6679017210","emily_wilson@yahoo.com","2.57"
"200","Khushi","Patel","2004-02-24",\N,"3238756255","michael_wilson@gmail.com","3.88"
"201","Ananya","Bhoj","2001-02-27",\N,"4048494026","john.sharma@yahoo.com","3.43"
"202","Emily","Gupta","2005-04-11","NY","5283209430","chris_wilson@school.edu","3.42"
"203","Khushi","Bhoj","2001-10-04",\N,"5031086659","raj.patel@school.edu","3.58"
"204","Neha","Johnson","1997-07-22",\N,"2566942273","emily_patel@outlook.com","3.85"
"205","Michael","Bhoj","1997-03-27",\N,"1553753599","raj.patel@gmail.com","2.58"
"206","Khushi","Wilson","2004-06-30","CA","5222404791","nehasharma@outlook.com",\N
"207","Sophia","Gupta","1996-10-14",\N,"9354711271","khushi_bhoj@outlook.com","3.69"
"208","Raj","Sharma","2003-04-20","TX","6615943315","neha.kumar@outlook.com",\N
"209","Raj","Brown","2004-09-22","FL","6208262631","",\N
"210","Michael","Patel","2004-10-27",\N,"7867414708","",\N
"211","Emily","Davis","1996-09-17",\N,"4436425084","neha_patel@gmail.com","3.11"
"212","Aarav","Brown","1997-04-03",\N,"4797809576","john_sharma@school.edu","3.66"
"213","Neha","Sharma","2005-05-13","CA","8820716211","michael_wilson@outlook.com","2.28"
"214","Michael","Bhoj","1997-03-27",\N,"1553753599","raj.patel@gmail.com","2.58"
"215","Ananya","Patel","2001-11-25",\N,"9552539991","",\N
"216","Aarav","Smith","1995-06-01",\N,"7508522951","khushi_brown@gmail.com",\N
"217","Raj","Patel","2004-06-27",\N,"3169561289","michael_smith@yahoo.com",\N
"218","Chris","Kumar","1999-08-29","NY","3841856077","michael.johnson@yahoo.com",\N
"219","Raj","Gupta","1995-02-11","FL","6006684937","michael_johnson@school.edu",\N
"220","Chris","Davis","1996-12-27",\N,"8083396378","chris.davis@outlook.com","2.76"
"221","John","Bhoj","1996-07-25",\N,"1127978094","chris.davis@outlook.com","3.18"
"222","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"223","Chris","Bhoj","2005-06-13","NY","6464693977","raj_wilson@school.edu","3.81"
"224","Chris","Kumar","1999-08-29","NY","3841856077","michael.johnson@yahoo.com",\N
"225","Neha","Smith","1999-01-19","FL","4746593830","",\N
"226","Chris","Smith","1998-12-05","TX","1558663601","khushi_smith@gmail.com","2.78"
"227","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"228","Sophia","Davis","2005-08-07",\N,"7625389037","",\N
"229","Chris","Smith","1998-12-05","TX","1558663601","khushi_smith@gmail.com","2.78"
"230","Neha","Sharma","2005-05-13","CA","8820716211","michael_wilson@outlook.com","2.28"
"231","Chris","Kumar","1999-08-29","NY","3841856077","michael.johnson@yahoo.com",\N
"232","John","Kumar","2003-08-24","NY","1696846464","nehakumar@outlook.com",\N
"233","Aarav","Sharma","2000-12-27","CA","2982979741","sophia_davis@outlook.com","2.50"
"234","Raj","Davis","1997-09-25",\N,"7475684019","nehagupta@outlook.com",\N
"235","Khushi","Sharma","2004-09-01","TX","2838963536","nehabrown@school.edu","2.34"
"236","Raj","Kumar","2000-10-08","FL","8011113122","john_smith@school.edu",\N
"237","Michael","Davis","1999-10-14","TX","3865563435","","2.84"
"238","Khushi","Kumar","2002-08-11","CA","5717062885","emily.gupta@school.edu",\N
"239","Chris","Bhoj","2005-06-13","NY","6464693977","raj_wilson@school.edu","3.81"
"240","Neha","Smith","1999-01-19","FL","4746593830","",\N
"241","Sophia","Bhoj","2004-02-12",\N,"3763116394","john.bhoj@gmail.com",\N
"242","Khushi","Sharma","2004-09-01","TX","2838963536","nehabrown@school.edu","2.34"
"243","John","Gupta","1998-07-01",\N,"4361393222","",\N
"244","Khushi","Gupta","1998-12-11","FL","6467215542","",\N
"245","Chris","Patel","2005-03-18","CA","6307626407","sophiasmith@school.edu",\N
"246","John","Sharma","1997-12-09",\N,"9861449701","raj.davis@yahoo.com",\N
"247","Ananya","Johnson","1996-02-14",\N,"9972793290","raj_wilson@outlook.com","2.35"
"248","Khushi","Gupta","1998-12-11","FL","6467215542","",\N
"249","Ananya","Patel","2001-11-25",\N,"9552539991","",\N
"250","Neha","Brown","2005-09-04",\N,"5607762160","","3.38"
"251","Ananya","Patel","2001-11-25",\N,"9552539991","",\N
"252","Aarav","Gupta","2004-04-10",\N,"6415031531","rajgupta@gmail.com","2.52"
"253","Chris","Bhoj","2005-06-13","NY","6464693977","raj_wilson@school.edu","3.81"
"254","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"255","Khushi","Wilson","2004-06-30","CA","5222404791","nehasharma@outlook.com",\N
"256","Sophia","Kumar","1997-07-02","TX","1118543408","",\N
"257","John","Patel","1996-01-11","NY","3653594796","michaelsharma@outlook.com","2.43"
"258","Sophia","Sharma","2003-03-25",\N,"8518238399","ananya.brown@outlook.com",\N
"259","Aarav","Patel","1995-06-18",\N,"5930382855","aarav_wilson@gmail.com",\N
"260","Aarav","Sharma","2000-12-27","CA","2982979741","sophia_davis@outlook.com","2.50"
"261","Neha","Wilson","2005-06-29",\N,"6519698298","sophia.davis@outlook.com",\N
"262","Sophia","Brown","2000-02-09","TX","6854924826","","3.93"
"263","Michael","Patel","2004-10-27",\N,"7867414708","",\N
"264","Michael","Patel","2004-10-27",\N,"7867414708","",\N
"265","Aarav","Brown","1997-04-03",\N,"4797809576","john_sharma@school.edu","3.66"
"266","Raj","Brown","2004-09-22","FL","6208262631","",\N
"267","Aarav","Bhoj","2002-11-04",\N,"1013188812","johndavis@yahoo.com","2.96"
"268","John","Bhoj","1996-07-25",\N,"1127978094","chris.davis@outlook.com","3.18"
"269","Aarav","Kumar","2000-12-27","CA","6516195409","aarav_bhoj@outlook.com",\N
"270","Michael","Johnson","2005-09-28","TX","7228002201","chrissharma@yahoo.com",\N
"271","Chris","Davis","1996-12-27",\N,"8083396378","chris.davis@outlook.com","2.76"
"272","Aarav","Smith","1995-06-01",\N,"7508522951","khushi_brown@gmail.com",\N
"273","Emily","Patel","2003-04-11","CA","8591664389","ananyasharma@school.edu","3.62"
"274","Chris","Bhoj","2005-06-13","NY","6464693977","raj_wilson@school.edu","3.81"
"275","Ananya","Sharma","2001-10-20",\N,"5821194895","john_bhoj@outlook.com","3.73"
"276","Michael","Brown","2004-10-01","NY","7699806697","ananya_wilson@outlook.com",\N
"277","Michael","Kumar","1998-09-28",\N,"3373077218","","2.62"
"278","Chris","Johnson","2003-09-14","CA","8110054933","ananya_patel@yahoo.com",\N
"279","Chris","Brown","1998-06-09",\N,"1822662216","chris_gupta@gmail.com",\N
"280","Raj","Davis","1997-09-25",\N,"7475684019","nehagupta@outlook.com",\N
"281","Chris","Davis","1996-12-27",\N,"8083396378","chris.davis@outlook.com","2.76"
"282","Emily","Smith","2002-02-08","CA","1625217504","aarav.patel@gmail.com","2.77"
"283","Sophia","Wilson","2001-06-09","CA","8569491238","",\N
"284","John","Wilson","1995-11-16",\N,"3076869792","ananya_bhoj@yahoo.com","3.03"
"285","John","Patel","1996-01-11","NY","3653594796","michaelsharma@outlook.com","2.43"
"286","Aarav","Gupta","2004-04-10",\N,"6415031531","rajgupta@gmail.com","2.52"
"287","Neha","Johnson","1997-07-22",\N,"2566942273","emily_patel@outlook.com","3.85"
"288","Raj","Kumar","2000-10-08","FL","8011113122","john_smith@school.edu",\N
"289","Michael","Johnson","2005-09-28","TX","7228002201","chrissharma@yahoo.com",\N
"290","Ananya","Patel","2001-11-25",\N,"9552539991","",\N
"291","Aarav","Bhoj","2002-11-04",\N,"1013188812","johndavis@yahoo.com","2.96"
"292","Chris","Kumar","1999-08-29","NY","3841856077","michael.johnson@yahoo.com",\N
"293","Ananya","Sharma","2001-10-20",\N,"5821194895","john_bhoj@outlook.com","3.73"
"294","John","Bhoj","1996-07-25",\N,"1127978094","chris.davis@outlook.com","3.18"
"295","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"296","Khushi","Wilson","2004-06-30","CA","5222404791","nehasharma@outlook.com",\N
"297","Neha","Sharma","2005-05-13","CA","8820716211","michael_wilson@outlook.com","2.28"
"298","Neha","Sharma","2005-05-13","CA","8820716211","michael_wilson@outlook.com","2.28"
"299","Chris","Johnson","2003-09-14","CA","8110054933","ananya_patel@yahoo.com",\N
"300","Michael","Sharma","2002-04-30",\N,"2926780541","johnsharma@gmail.com","2.10"
"301","Michael","Bhoj","1997-03-27",\N,"1553753599","raj.patel@gmail.com","2.58"
"302","Ananya","Kumar","1999-11-01","FL","2239534867","chriskumar@gmail.com",\N
"303","Khushi","Wilson","2004-06-30","CA","5222404791","nehasharma@outlook.com",\N
"304","John","Patel","1996-01-11","NY","3653594796","michaelsharma@outlook.com","2.43"
"305","Emily","Patel","2003-04-11","CA","8591664389","ananyasharma@school.edu","3.62"
"306","Aarav","Gupta","2004-04-10",\N,"6415031531","rajgupta@gmail.com","2.52"
"307","Michael","Johnson","2005-09-28","TX","7228002201","chrissharma@yahoo.com",\N
"308","Chris","Brown","1998-06-09",\N,"1822662216","chris_gupta@gmail.com",\N
"309","Aarav","Davis","2005-09-25","FL","1994676635","michaelsmith@school.edu",\N
"310","Aarav","Wilson","1998-03-29",\N,"8099880573","michael_sharma@yahoo.com","2.17"
"311","Michael","Bhoj","1997-03-27",\N,"1553753599","raj.patel@gmail.com","2.58"
"312","Ananya","Sharma","2001-10-20",\N,"5821194895","john_bhoj@outlook.com","3.73"
"313","Khushi","Kumar","2002-08-11","CA","5717062885","emily.gupta@school.edu",\N
"314","Raj","Patel","2004-06-27",\N,"3169561289","michael_smith@yahoo.com",\N
"315","Michael","Smith","1997-09-08","FL","2173751993","emily_bhoj@gmail.com","2.49"
"316","Raj","Gupta","1995-02-11","FL","6006684937","michael_johnson@school.edu",\N
"317","Raj","Gupta","1995-02-11","FL","6006684937","michael_johnson@school.edu",\N
"318","Sophia","Kumar","1997-07-02","TX","1118543408","",\N
"319","John","Wilson","1995-11-16",\N,"3076869792","ananya_bhoj@yahoo.com","3.03"
"320","Sophia","Johnson","1996-06-20",\N,"1095692638","sophia.kumar@outlook.com","3.41"
"321","Neha","Gupta","1995-06-18","TX","5425044246","michael_kumar@gmail.com",\N
"322","Sophia","Wilson","2001-06-09","CA","8569491238","",\N
"323","Khushi","Sharma","2004-09-01","TX","2838963536","nehabrown@school.edu","2.34"
"324","John","Smith","2001-01-10","FL","8875651818","rajbhoj@school.edu","2.43"
"325","Aarav","Wilson","1998-03-29",\N,"8099880573","michael_sharma@yahoo.com","2.17"
"326","Aarav","Bhoj","2002-11-04",\N,"1013188812","johndavis@yahoo.com","2.96"
"327","Khushi","Sharma","2004-09-01","TX","2838963536","nehabrown@school.edu","2.34"
"328","Ananya","Johnson","1996-02-14",\N,"9972793290","raj_wilson@outlook.com","2.35"
"329","Sophia","Johnson","1996-06-20",\N,"1095692638","sophia.kumar@outlook.com","3.41"
"330","Sophia","Johnson","1996-06-20",\N,"1095692638","sophia.kumar@outlook.com","3.41"
"331","Neha","Davis","1997-06-17","CA","5567816720","khushismith@school.edu",\N
"332","Chris","Brown","1998-06-09",\N,"1822662216","chris_gupta@gmail.com",\N
"333","John","Kumar","2003-08-24","NY","1696846464","nehakumar@outlook.com",\N
"334","Michael","Johnson","2005-09-28","TX","7228002201","chrissharma@yahoo.com",\N
"335","Khushi","Sharma","2004-09-01","TX","2838963536","nehabrown@school.edu","2.34"
